-1.8000000000 	 -1.8000000000 	 -1.8000000000 
-1.4000000000 	 -1.8000000000 	 -1.8000000000 
-1.0000000000 	 -1.8000000000 	 -1.8000000000 
-0.6000000000 	 -1.8000000000 	 -1.8000000000 
-0.2000000000 	 -1.8000000000 	 -1.8000000000 
0.2000000000 	 -1.8000000000 	 -1.8000000000 
0.6000000000 	 -1.8000000000 	 -1.8000000000 
1.0000000000 	 -1.8000000000 	 -1.8000000000 
1.4000000000 	 -1.8000000000 	 -1.8000000000 
1.8000000000 	 -1.8000000000 	 -1.8000000000 
-1.8000000000 	 -1.4000000000 	 -1.8000000000 
-1.4000000000 	 -1.4000000000 	 -1.8000000000 
-1.0000000000 	 -1.4000000000 	 -1.8000000000 
-0.6000000000 	 -1.4000000000 	 -1.8000000000 
-0.2000000000 	 -1.4000000000 	 -1.8000000000 
0.2000000000 	 -1.4000000000 	 -1.8000000000 
0.6000000000 	 -1.4000000000 	 -1.8000000000 
1.0000000000 	 -1.4000000000 	 -1.8000000000 
1.4000000000 	 -1.4000000000 	 -1.8000000000 
1.8000000000 	 -1.4000000000 	 -1.8000000000 
-1.8000000000 	 -1.0000000000 	 -1.8000000000 
-1.4000000000 	 -1.0000000000 	 -1.8000000000 
-1.0000000000 	 -1.0000000000 	 -1.8000000000 
-0.6000000000 	 -1.0000000000 	 -1.8000000000 
-0.2000000000 	 -1.0000000000 	 -1.8000000000 
0.2000000000 	 -1.0000000000 	 -1.8000000000 
0.6000000000 	 -1.0000000000 	 -1.8000000000 
1.0000000000 	 -1.0000000000 	 -1.8000000000 
1.4000000000 	 -1.0000000000 	 -1.8000000000 
1.8000000000 	 -1.0000000000 	 -1.8000000000 
-1.8000000000 	 -0.6000000000 	 -1.8000000000 
-1.4000000000 	 -0.6000000000 	 -1.8000000000 
-1.0000000000 	 -0.6000000000 	 -1.8000000000 
-0.6000000000 	 -0.6000000000 	 -1.8000000000 
-0.2000000000 	 -0.6000000000 	 -1.8000000000 
0.2000000000 	 -0.6000000000 	 -1.8000000000 
0.6000000000 	 -0.6000000000 	 -1.8000000000 
1.0000000000 	 -0.6000000000 	 -1.8000000000 
1.4000000000 	 -0.6000000000 	 -1.8000000000 
1.8000000000 	 -0.6000000000 	 -1.8000000000 
-1.8000000000 	 -0.2000000000 	 -1.8000000000 
-1.4000000000 	 -0.2000000000 	 -1.8000000000 
-1.0000000000 	 -0.2000000000 	 -1.8000000000 
-0.6000000000 	 -0.2000000000 	 -1.8000000000 
-0.2000000000 	 -0.2000000000 	 -1.8000000000 
0.2000000000 	 -0.2000000000 	 -1.8000000000 
0.6000000000 	 -0.2000000000 	 -1.8000000000 
1.0000000000 	 -0.2000000000 	 -1.8000000000 
1.4000000000 	 -0.2000000000 	 -1.8000000000 
1.8000000000 	 -0.2000000000 	 -1.8000000000 
-1.8000000000 	 0.2000000000 	 -1.8000000000 
-1.4000000000 	 0.2000000000 	 -1.8000000000 
-1.0000000000 	 0.2000000000 	 -1.8000000000 
-0.6000000000 	 0.2000000000 	 -1.8000000000 
-0.2000000000 	 0.2000000000 	 -1.8000000000 
0.2000000000 	 0.2000000000 	 -1.8000000000 
0.6000000000 	 0.2000000000 	 -1.8000000000 
1.0000000000 	 0.2000000000 	 -1.8000000000 
1.4000000000 	 0.2000000000 	 -1.8000000000 
1.8000000000 	 0.2000000000 	 -1.8000000000 
-1.8000000000 	 0.6000000000 	 -1.8000000000 
-1.4000000000 	 0.6000000000 	 -1.8000000000 
-1.0000000000 	 0.6000000000 	 -1.8000000000 
-0.6000000000 	 0.6000000000 	 -1.8000000000 
-0.2000000000 	 0.6000000000 	 -1.8000000000 
0.2000000000 	 0.6000000000 	 -1.8000000000 
0.6000000000 	 0.6000000000 	 -1.8000000000 
1.0000000000 	 0.6000000000 	 -1.8000000000 
1.4000000000 	 0.6000000000 	 -1.8000000000 
1.8000000000 	 0.6000000000 	 -1.8000000000 
-1.8000000000 	 1.0000000000 	 -1.8000000000 
-1.4000000000 	 1.0000000000 	 -1.8000000000 
-1.0000000000 	 1.0000000000 	 -1.8000000000 
-0.6000000000 	 1.0000000000 	 -1.8000000000 
-0.2000000000 	 1.0000000000 	 -1.8000000000 
0.2000000000 	 1.0000000000 	 -1.8000000000 
0.6000000000 	 1.0000000000 	 -1.8000000000 
1.0000000000 	 1.0000000000 	 -1.8000000000 
1.4000000000 	 1.0000000000 	 -1.8000000000 
1.8000000000 	 1.0000000000 	 -1.8000000000 
-1.8000000000 	 1.4000000000 	 -1.8000000000 
-1.4000000000 	 1.4000000000 	 -1.8000000000 
-1.0000000000 	 1.4000000000 	 -1.8000000000 
-0.6000000000 	 1.4000000000 	 -1.8000000000 
-0.2000000000 	 1.4000000000 	 -1.8000000000 
0.2000000000 	 1.4000000000 	 -1.8000000000 
0.6000000000 	 1.4000000000 	 -1.8000000000 
1.0000000000 	 1.4000000000 	 -1.8000000000 
1.4000000000 	 1.4000000000 	 -1.8000000000 
1.8000000000 	 1.4000000000 	 -1.8000000000 
-1.8000000000 	 1.8000000000 	 -1.8000000000 
-1.4000000000 	 1.8000000000 	 -1.8000000000 
-1.0000000000 	 1.8000000000 	 -1.8000000000 
-0.6000000000 	 1.8000000000 	 -1.8000000000 
-0.2000000000 	 1.8000000000 	 -1.8000000000 
0.2000000000 	 1.8000000000 	 -1.8000000000 
0.6000000000 	 1.8000000000 	 -1.8000000000 
1.0000000000 	 1.8000000000 	 -1.8000000000 
1.4000000000 	 1.8000000000 	 -1.8000000000 
1.8000000000 	 1.8000000000 	 -1.8000000000 
-1.8000000000 	 -1.8000000000 	 -1.4000000000 
-1.4000000000 	 -1.8000000000 	 -1.4000000000 
-1.0000000000 	 -1.8000000000 	 -1.4000000000 
-0.6000000000 	 -1.8000000000 	 -1.4000000000 
-0.2000000000 	 -1.8000000000 	 -1.4000000000 
0.2000000000 	 -1.8000000000 	 -1.4000000000 
0.6000000000 	 -1.8000000000 	 -1.4000000000 
1.0000000000 	 -1.8000000000 	 -1.4000000000 
1.4000000000 	 -1.8000000000 	 -1.4000000000 
1.8000000000 	 -1.8000000000 	 -1.4000000000 
-1.8000000000 	 -1.4000000000 	 -1.4000000000 
