-6.8367079630 	 2.6017816705 	 -0.0392985516 	 0.0000000005 
-6.8376925783 	 2.6017816705 	 -0.0392985516 	 0.0000000005 
-6.8372002706 	 2.6022739782 	 -0.0392985516 	 0.0000000005 
-6.8372002706 	 2.6012893628 	 -0.0392985516 	 0.0000000005 
-6.8372002706 	 2.6017816705 	 -0.0388062439 	 0.0000000005 
-6.8372002706 	 2.6017816705 	 -0.0397908592 	 0.0000000005 
-6.8351498429 	 2.6017816705 	 -0.0392985516 	 0.0000000188 
-6.8392506983 	 2.6017816705 	 -0.0392985516 	 0.0000000188 
-6.8372002706 	 2.6038320982 	 -0.0392985516 	 0.0000000188 
-6.8372002706 	 2.5997312428 	 -0.0392985516 	 0.0000000188 
-6.8372002706 	 2.6017816705 	 -0.0372481238 	 0.0000000188 
-6.8372002706 	 2.6017816705 	 -0.0413489793 	 0.0000000188 
-6.8323925783 	 2.6017816705 	 -0.0392985516 	 0.0000001649 
-6.8420079630 	 2.6017816705 	 -0.0392985516 	 0.0000001649 
-6.8372002706 	 2.6065893628 	 -0.0392985516 	 0.0000001649 
-6.8372002706 	 2.5969739782 	 -0.0392985516 	 0.0000001649 
-6.8372002706 	 2.6017816705 	 -0.0344908592 	 0.0000001649 
-6.8372002706 	 2.6017816705 	 -0.0441062439 	 0.0000001649 
-6.8282856904 	 2.6017816705 	 -0.0392985516 	 0.0000008050 
-6.8461148509 	 2.6017816705 	 -0.0392985516 	 0.0000008050 
-6.8372002706 	 2.6106962507 	 -0.0392985516 	 0.0000008050 
-6.8372002706 	 2.5928670903 	 -0.0392985516 	 0.0000008050 
-6.8372002706 	 2.6017816705 	 -0.0303839713 	 0.0000008050 
-6.8372002706 	 2.6017816705 	 -0.0482131318 	 0.0000008050 
-6.8226590463 	 2.6017816705 	 -0.0392985516 	 0.0000028558 
-6.8517414950 	 2.6017816705 	 -0.0392985516 	 0.0000028558 
-6.8372002706 	 2.6163228949 	 -0.0392985516 	 0.0000028558 
-6.8372002706 	 2.5872404461 	 -0.0392985516 	 0.0000028558 
-6.8372002706 	 2.6017816705 	 -0.0247573272 	 0.0000028558 
-6.8372002706 	 2.6017816705 	 -0.0538397759 	 0.0000028558 
-6.8153199288 	 2.6017816705 	 -0.0392985516 	 0.0000082881 
-6.8590806125 	 2.6017816705 	 -0.0392985516 	 0.0000082881 
-6.8372002706 	 2.6236620124 	 -0.0392985516 	 0.0000082881 
-6.8372002706 	 2.5799013286 	 -0.0392985516 	 0.0000082881 
-6.8372002706 	 2.6017816705 	 -0.0174182097 	 0.0000082881 
-6.8372002706 	 2.6017816705 	 -0.0611788934 	 0.0000082881 
-6.8060496031 	 2.6017816705 	 -0.0392985516 	 0.0000209657 
-6.8683509382 	 2.6017816705 	 -0.0392985516 	 0.0000209657 
-6.8372002706 	 2.6329323380 	 -0.0392985516 	 0.0000209657 
-6.8372002706 	 2.5706310030 	 -0.0392985516 	 0.0000209657 
-6.8372002706 	 2.6017816705 	 -0.0081478840 	 0.0000209657 
-6.8372002706 	 2.6017816705 	 -0.0704492191 	 0.0000209657 
-6.7945992805 	 2.6017816705 	 -0.0392985516 	 0.0000480131 
-6.8798012608 	 2.6017816705 	 -0.0392985516 	 0.0000480131 
-6.8372002706 	 2.6443826606 	 -0.0392985516 	 0.0000480131 
-6.8372002706 	 2.5591806803 	 -0.0392985516 	 0.0000480131 
-6.8372002706 	 2.6017816705 	 0.0033024386 	 0.0000480131 
-6.8372002706 	 2.6017816705 	 -0.0818995417 	 0.0000480131 
-6.7806853570 	 2.6017816705 	 -0.0392985516 	 0.0001020132 
-6.8937151843 	 2.6017816705 	 -0.0392985516 	 0.0001020132 
-6.8372002706 	 2.6582965841 	 -0.0392985516 	 0.0001020132 
-6.8372002706 	 2.5452667568 	 -0.0392985516 	 0.0001020132 
-6.8372002706 	 2.6017816705 	 0.0172163621 	 0.0001020132 
-6.8372002706 	 2.6017816705 	 -0.0958134652 	 0.0001020132 
-6.7639837786 	 2.6017816705 	 -0.0392985516 	 0.0002045039 
-6.9104167627 	 2.6017816705 	 -0.0392985516 	 0.0002045039 
-6.8372002706 	 2.6749981625 	 -0.0392985516 	 0.0002045039 
-6.8372002706 	 2.5285651785 	 -0.0392985516 	 0.0002045039 
-6.8372002706 	 2.6017816705 	 0.0339179405 	 0.0002045039 
